cell_id,public_path,role,attempt,original_sha256,public_sha256,normalization
e-expert-reference-grasp_place-seed-09,data/scenes/e-expert-reference-grasp_place-seed-09.json,scene_bank,,c8aa8472c9fb42e964772ce165903febd2384e3fe355cacbb7e8048b5e3d7e95,887a5dde4fd891bd5fae83807a099f6e1082d160a326720f26e26cb29393511e,privacy_release_labels
e-expert-reference-grasp_place-seed-09,data/skills/best/e-expert-reference-grasp_place-seed-09.yaml,selected_skill,,8aa175ffdfd40de7ef4c88f45ded0c76fcf759651774e00d2f887a022e6126ca,8aa175ffdfd40de7ef4c88f45ded0c76fcf759651774e00d2f887a022e6126ca,privacy_release_labels
e-expert-reference-obstacle_reach-seed-00,data/logs/run/e-expert-reference-obstacle_reach-seed-00.json,run_log,,40a07f9e4d5375b141775665cd2a011af4ffa24dc807ca528c2a0e176c9b968a,6a0b5116a9eb494891c498e86d18828cec81305f2eada2ab75e7bc530728b51a,privacy_release_labels
e-expert-reference-obstacle_reach-seed-00,data/scenes/e-expert-reference-obstacle_reach-seed-00.json,scene_bank,,9dd3c5432faabf1d7a5ea3f76c4ce0812a4e6fe0709c582ac8eee66049671beb,d436d2edcb39e2f3ddafc0a20af4d28a603d4cefd2f6e0e1d5a3e66c4b14e528,privacy_release_labels
e-expert-reference-obstacle_reach-seed-00,data/skills/best/e-expert-reference-obstacle_reach-seed-00.yaml,selected_skill,,5ca02164a20961fafedcaad377be526870233719c13007ebf8b216c13ee41dcd,5ca02164a20961fafedcaad377be526870233719c13007ebf8b216c13ee41dcd,privacy_release_labels
e-expert-reference-obstacle_reach-seed-01,data/logs/run/e-expert-reference-obstacle_reach-seed-01.json,run_log,,701a3aa6693533cf737a8542d88ac45e178553c8138231f9a0413756e679ef8c,065660d018b6099d45165238e6e90eb2b536049cef05b222f43bab2c19ed634a,privacy_release_labels
e-expert-reference-obstacle_reach-seed-01,data/scenes/e-expert-reference-obstacle_reach-seed-01.json,scene_bank,,6d480bd0bf2328a7d386406e5f681ca5574f1facc527a2362d75b4d98df0908a,74884e50c65534c77b77e08f20a08e1dc2313c40651b93e57bea3a687c1719e6,privacy_release_labels
e-expert-reference-obstacle_reach-seed-01,data/skills/best/e-expert-reference-obstacle_reach-seed-01.yaml,selected_skill,,5ca02164a20961fafedcaad377be526870233719c13007ebf8b216c13ee41dcd,5ca02164a20961fafedcaad377be526870233719c13007ebf8b216c13ee41dcd,privacy_release_labels
e-expert-reference-obstacle_reach-seed-02,data/logs/run/e-expert-reference-obstacle_reach-seed-02.json,run_log,,e8cf2314de2927e0a9095d8713f918b348f1d776f5b4b0db04e35d0e799e5348,6be3b4e1650a04a7058729319cadf5cb3a3d58f03cf65abe6c0b4108e14b9859,privacy_release_labels
e-expert-reference-obstacle_reach-seed-02,data/scenes/e-expert-reference-obstacle_reach-seed-02.json,scene_bank,,583fe66e69b8c3c8e8270d2350a76855081602b2b0e6353b52f9176986983230,921d4e427dfb9f9f0e5d55d47c4cff43574a26f4e15f6bf54cdff1c5c0233039,privacy_release_labels
e-expert-reference-obstacle_reach-seed-02,data/skills/best/e-expert-reference-obstacle_reach-seed-02.yaml,selected_skill,,5ca02164a20961fafedcaad377be526870233719c13007ebf8b216c13ee41dcd,5ca02164a20961fafedcaad377be526870233719c13007ebf8b216c13ee41dcd,privacy_release_labels
e-expert-reference-obstacle_reach-seed-03,data/logs/run/e-expert-reference-obstacle_reach-seed-03.json,run_log,,f96c5f35be944255649a1eba1658d1aae51aa4b94bf391bafa0f45dbe28e031c,be6cad78c75fe0a684ed1214812675bbebe882cb2952a318f6c49a38707953de,privacy_release_labels
e-expert-reference-obstacle_reach-seed-03,data/scenes/e-expert-reference-obstacle_reach-seed-03.json,scene_bank,,a2abaa32e7d26495839bfbd5d492d21f24691b876e1df504df4854d60d4d9dba,156c7d71010700ad703da4a2c2098ebf60332c4af3807959cee3b85df206cd64,privacy_release_labels
e-expert-reference-obstacle_reach-seed-03,data/skills/best/e-expert-reference-obstacle_reach-seed-03.yaml,selected_skill,,5ca02164a20961fafedcaad377be526870233719c13007ebf8b216c13ee41dcd,5ca02164a20961fafedcaad377be526870233719c13007ebf8b216c13ee41dcd,privacy_release_labels
e-expert-reference-obstacle_reach-seed-04,data/logs/run/e-expert-reference-obstacle_reach-seed-04.json,run_log,,8f8db33b2089b5e741cde70e611c40ceedc8d694465c6355f47f2e4d487a4531,708490202eb579facc2ccae7aa92b1a73ddab241caaf96f1620b8b80ee75d9fa,privacy_release_labels
e-expert-reference-obstacle_reach-seed-04,data/scenes/e-expert-reference-obstacle_reach-seed-04.json,scene_bank,,3a63a57c692ed173f152f5672f192617adf16a0442105ae216d00276b0a446e9,3962b9075ec2f5a81b424ab5dc3fee427d171357ca08cb12ae3575ca65e20a22,privacy_release_labels
e-expert-reference-obstacle_reach-seed-04,data/skills/best/e-expert-reference-obstacle_reach-seed-04.yaml,selected_skill,,5ca02164a20961fafedcaad377be526870233719c13007ebf8b216c13ee41dcd,5ca02164a20961fafedcaad377be526870233719c13007ebf8b216c13ee41dcd,privacy_release_labels
e-expert-reference-obstacle_reach-seed-05,data/logs/run/e-expert-reference-obstacle_reach-seed-05.json,run_log,,c3c7991e2cdc74be428182b4ed84bf14638b575d4cacd364f7247020c9f7d869,6c5ec123c0cd7616e87bfb68dda864dff24a39b8eb9fd682e64a6345b82e5f21,privacy_release_labels
e-expert-reference-obstacle_reach-seed-05,data/scenes/e-expert-reference-obstacle_reach-seed-05.json,scene_bank,,3b6c571a7071912965b07c32e77d65fbfadce8caa89e4ee30c1a628bcf893a2e,c2fce7596c854ea19852bb0d759a64bfc9c6e3b5bd78427bfdc81f3017970754,privacy_release_labels
e-expert-reference-obstacle_reach-seed-05,data/skills/best/e-expert-reference-obstacle_reach-seed-05.yaml,selected_skill,,5ca02164a20961fafedcaad377be526870233719c13007ebf8b216c13ee41dcd,5ca02164a20961fafedcaad377be526870233719c13007ebf8b216c13ee41dcd,privacy_release_labels
e-expert-reference-obstacle_reach-seed-06,data/logs/run/e-expert-reference-obstacle_reach-seed-06.json,run_log,,0112b407082accd098c054796e1198b51d334ebefe92e97b83ac44bbc914c346,12154acdb92d1a7e97fc642f8f81f71484ee12f8188e246630e7efadab7b6e8c,privacy_release_labels
e-expert-reference-obstacle_reach-seed-06,data/scenes/e-expert-reference-obstacle_reach-seed-06.json,scene_bank,,84e5b6fd95c57232b65f5c61a0c6d2b2c0c144c9bd6d4576792a083aecb1a313,546a398811964710289c15b1ea1454ad8c2227b55076364a6949d90818da5f80,privacy_release_labels
e-expert-reference-obstacle_reach-seed-06,data/skills/best/e-expert-reference-obstacle_reach-seed-06.yaml,selected_skill,,5ca02164a20961fafedcaad377be526870233719c13007ebf8b216c13ee41dcd,5ca02164a20961fafedcaad377be526870233719c13007ebf8b216c13ee41dcd,privacy_release_labels
e-expert-reference-obstacle_reach-seed-07,data/logs/run/e-expert-reference-obstacle_reach-seed-07.json,run_log,,bc05e012c28ef568351be51e3692a205c4ad589b5b8220fe12dcfc853feb7a81,8c17fce9e70ea44f4606833c767cd59f3ec6241ff2aa08131db87a486c1a6806,privacy_release_labels
e-expert-reference-obstacle_reach-seed-07,data/scenes/e-expert-reference-obstacle_reach-seed-07.json,scene_bank,,e9193a9270eedd11b30ac1ee1d4b4d34e5c9ebcdf9a7bb5a72dbb3c303b3f977,07b91fd8659fef6e6e7fa7ace5e57496b4b015ae91e67a631caffa8fb6e8b604,privacy_release_labels
e-expert-reference-obstacle_reach-seed-07,data/skills/best/e-expert-reference-obstacle_reach-seed-07.yaml,selected_skill,,5ca02164a20961fafedcaad377be526870233719c13007ebf8b216c13ee41dcd,5ca02164a20961fafedcaad377be526870233719c13007ebf8b216c13ee41dcd,privacy_release_labels
e-expert-reference-obstacle_reach-seed-08,data/logs/run/e-expert-reference-obstacle_reach-seed-08.json,run_log,,8f56b49598c8c80aba71a35b38762c35afec93af56fa2370a2ef831785ecbc76,d2cd2e8702d26d655f48b0d247301530528f450393ffa03b99e15a95c95a2192,privacy_release_labels
e-expert-reference-obstacle_reach-seed-08,data/scenes/e-expert-reference-obstacle_reach-seed-08.json,scene_bank,,bab93196b9a4063857fae10c0396f072df1339a6bedefac17577961aeb5bac26,2064e84df5b7d307566a2cb68edfb3907eee60f36b949a0e33ccff0f102b98e6,privacy_release_labels
e-expert-reference-obstacle_reach-seed-08,data/skills/best/e-expert-reference-obstacle_reach-seed-08.yaml,selected_skill,,5ca02164a20961fafedcaad377be526870233719c13007ebf8b216c13ee41dcd,5ca02164a20961fafedcaad377be526870233719c13007ebf8b216c13ee41dcd,privacy_release_labels
e-expert-reference-obstacle_reach-seed-09,data/logs/run/e-expert-reference-obstacle_reach-seed-09.json,run_log,,91e6d63650e9f7ffbf47068e0c522426ae380d86184ccd116d1c647b7af54e10,25a23c19e6720ac4fd26d3dbab35c79f61b54dc499fcad10dad2b2e3b889e031,privacy_release_labels
e-expert-reference-obstacle_reach-seed-09,data/scenes/e-expert-reference-obstacle_reach-seed-09.json,scene_bank,,e95622b30b295fccf95cd7f48a114b18f056f167f46aebdc3a45f76079e65e74,457884343fb8f31b3809538de2b7579662902bfaf3d5075931d95f084cc6cf24,privacy_release_labels
e-expert-reference-obstacle_reach-seed-09,data/skills/best/e-expert-reference-obstacle_reach-seed-09.yaml,selected_skill,,5ca02164a20961fafedcaad377be526870233719c13007ebf8b216c13ee41dcd,5ca02164a20961fafedcaad377be526870233719c13007ebf8b216c13ee41dcd,privacy_release_labels
e-expert-reference-peg_channel-seed-00,data/logs/run/e-expert-reference-peg_channel-seed-00.json,run_log,,a2482051f1875b48154bb55ce616fc658127114fd5eeb162ed02bb388c66acb2,d98568acaf4e041985b69fc0f246e2197913d59b678d1be459dd695af006e0a8,privacy_release_labels
e-expert-reference-peg_channel-seed-00,data/scenes/e-expert-reference-peg_channel-seed-00.json,scene_bank,,8e479c8653f27d7f530c16646881ed110b0386f25e2d375c035973ae7ca1d5c8,20c08f62628a2809220de32ce61a072aa4433da5737720aba8334ff50089ff35,privacy_release_labels
e-expert-reference-peg_channel-seed-00,data/skills/best/e-expert-reference-peg_channel-seed-00.yaml,selected_skill,,db073ffdf07791d1e9d71bf155ee91c8451542690743f4f25424e732345217a4,db073ffdf07791d1e9d71bf155ee91c8451542690743f4f25424e732345217a4,privacy_release_labels
e-expert-reference-peg_channel-seed-01,data/logs/run/e-expert-reference-peg_channel-seed-01.json,run_log,,e9befbbbc52395d7d8073d5127e69a58ce2b9deb5301e725b57df72b682d3e32,3240561aaa7c7fb7dd0d39735f1e5f906383d20d4cd812f76115f01f0ab83678,privacy_release_labels
